"MEIND_APG43_5_S34_A2015","546.22"
"MEIND_APG43_5_S35_A2015","545.02"
"MEIND_APG43_5_S41_A2015","538.84"
"MEIND_APG43_5_S40_A2015","533.63"
"MEIND_APG43_5_S39_A2015","531.53"
"MEIND_APG43_5_S37_A2015","508.83"
"MEIND_APG43_5_S36_A2015","507.13"
"MEIND_APG43_5_S38_A2015","494.53"
"CALIS_APG43_5_S45_A2024","482.36"
"CALIS_APG43_5_S53_A2016","433.24"
"RAIND_APG43_5_S04_A2025","363.69"
"MEIND_HLRSTAT_15_S09_A2025","284.83"
"CALIS_HLRSTAT_15_S09_A2025","282.04"
"RAIND_HLRSTAT_15_S01_A2025","280.30"
"CALIS_HLRSTAT_15_S01_A2025","277.85"
"RAIND_HLRSTAT_15_S43_A2024","277.54"
"MEIND_HLRSTAT_15_S08_A2025","277.15"
"CALIS_HLRSTAT_15_S52_A2024","276.73"
"RAIND_HLRSTAT_15_S46_A2024","276.32"
"RAIND_HLRSTAT_15_S44_A2024","275.79"
"MEIND_HLRSTAT_15_S43_A2024","274.87"
"RAIND_HLRSTAT_15_S47_A2024","274.60"
"CALIS_HLRSTAT_15_S43_A2024","274.57"
"RAIND_HLRSTAT_15_S48_A2024","274.23"
"RAIND_HLRSTAT_15_S45_A2024","274.15"
"CALIS_HLRSTAT_15_S44_A2024","273.88"
"RAIND_HLRSTAT_15_S02_A2025","273.86"
"RAIND_HLRSTAT_15_S52_A2024","273.63"
"RAIND_HLRSTAT_15_S42_A2024","273.02"
"CALIS_HLRSTAT_15_S06_A2025","272.96"
"CALIS_HLRSTAT_15_S02_A2025","272.66"
"CALIS_HLRSTAT_15_S07_A2025","272.29"
"RAIND_HLRSTAT_15_S50_A2024","272.21"
"MEIND_HLRSTAT_15_S44_A2024","271.77"
"CALIS_HLRSTAT_15_S42_A2024","271.69"
"RAIND_HLRSTAT_15_S41_A2024","271.57"
"MEIND_HLRSTAT_15_S45_A2024","271.46"
"CALIS_HLRSTAT_15_S45_A2024","271.39"
"CALIS_HLRSTAT_15_S48_A2024","271.30"
"CALIS_HLRSTAT_15_S46_A2024","271.12"
"CALIS_HLRSTAT_15_S41_A2024","271.00"
"CALIS_HLRSTAT_15_S51_A2024","270.99"
"CALIS_HLRSTAT_15_S08_A2025","270.94"
"MEIND_HLRSTAT_15_S42_A2024","270.85"
"CALIS_HLRSTAT_15_S47_A2024","270.70"
"RAIND_HLRSTAT_15_S49_A2024","270.59"
"MEIND_HLRSTAT_15_S47_A2024","270.12"
"RAIND_HLRSTAT_15_S21_A2024","270.10"
"MEIND_HLRSTAT_15_S10_A2025","269.61"
"RAIND_HLRSTAT_15_S10_A2025","269.56"
"CALIS_HLRSTAT_15_S21_A2024","269.49"
"CALIS_HLRSTAT_15_S10_A2025","269.35"
"MEIND_HLRSTAT_15_S46_A2024","268.86"
"MEIND_HLRSTAT_15_S48_A2024","268.75"
"CALIS_HLRSTAT_15_S49_A2024","268.75"
"RAIND_HLRSTAT_15_S39_A2024","268.68"
"RAIND_HLRSTAT_15_S22_A2024","268.56"
"MEIND_HLRSTAT_15_S07_A2025","268.29"
"CALIS_HLRSTAT_15_S40_A2024","268.06"
"MEIND_HLRSTAT_15_S06_A2025","268.05"
"CALIS_HLRSTAT_15_S50_A2024","268.04"
"RAIND_HLRSTAT_15_S03_A2025","267.42"
"MEIND_HLRSTAT_15_S41_A2024","266.91"
"RAIND_HLRSTAT_15_S40_A2024","266.61"
"CALIS_HLRSTAT_15_S18_A2024","266.34"
"CALIS_HLRSTAT_15_S20_A2024","266.09"
"RAIND_HLRSTAT_15_S19_A2024","265.53"
"CALIS_HLRSTAT_15_S03_A2025","264.97"
"MEIND_HLRSTAT_15_S05_A2025","264.68"
"RAIND_HLRSTAT_15_S51_A2024","264.43"
"CALIS_HLRSTAT_15_S05_A2025","264.16"
"MEIND_HLRSTAT_15_S52_A2024","264.11"
"CALIS_HLRSTAT_15_S39_A2024","264.10"
"MEIND_HLRSTAT_15_S04_A2025","264.03"
"RAIND_HLRSTAT_15_S29_A2024","263.97"
"CALIS_HLRSTAT_15_S04_A2025","263.89"
"RAIND_HLRSTAT_15_S36_A2024","263.32"
"RAIND_HLRSTAT_15_S23_A2024","263.29"
"RAIND_HLRSTAT_15_S31_A2024","262.84"
"CALIS_HLRSTAT_15_S22_A2024","262.72"
"CALIS_HLRSTAT_15_S38_A2024","262.69"
"RAIND_HLRSTAT_15_S38_A2024","262.65"
"RAIND_HLRSTAT_15_S30_A2024","262.41"
"MEIND_HLRSTAT_15_S18_A2024","261.77"
"RAIND_HLRSTAT_15_S26_A2024","261.65"
"CALIS_HLRSTAT_15_S31_A2024","261.48"
"MEIND_HLRSTAT_15_S40_A2024","261.45"
"CALIS_HLRSTAT_15_S30_A2024","261.15"
"RAIND_HLRSTAT_15_S28_A2024","261.07"
"CALIS_HLRSTAT_15_S24_A2024","261.05"
"CALIS_HLRSTAT_15_S23_A2024","260.96"
"RAIND_HLRSTAT_15_S25_A2024","260.80"
"RAIND_HLRSTAT_15_S18_A2024","260.51"
"RAIND_HLRSTAT_15_S24_A2024","260.09"
"CALIS_HLRSTAT_15_S28_A2024","260.06"
"MEIND_HLRSTAT_15_S03_A2025","259.96"
"CALIS_HLRSTAT_15_S29_A2024","259.91"
"RAIND_HLRSTAT_15_S33_A2024","259.65"
"MEIND_HLRSTAT_15_S20_A2024","259.30"
"CALIS_HLRSTAT_15_S17_A2024","259.26"
"CALIS_HLRSTAT_15_S26_A2024","259.05"
"RAIND_HLRSTAT_15_S32_A2024","259.01"
"MEIND_HLRSTAT_15_S22_A2024","258.86"
"RAIND_HLRSTAT_15_S35_A2024","258.70"
"MEIND_HLRSTAT_15_S51_A2024","258.67"
"CALIS_HLRSTAT_15_S36_A2024","258.66"
"CALIS_HLRSTAT_15_S27_A2024","258.45"
"MEIND_HLRSTAT_15_S02_A2025","257.99"
"CALIS_HLRSTAT_15_S35_A2024","257.86"
"RAIND_HLRSTAT_15_S27_A2024","257.86"
"CALIS_HLRSTAT_15_S32_A2024","257.79"
"RAIND_HLRSTAT_15_S34_A2024","257.69"
"RAIND_HLRSTAT_15_S15_A2024","257.47"
"CALIS_HLRSTAT_15_S25_A2024","257.16"
"MEIND_HLRSTAT_15_S19_A2024","257.15"
"CALIS_HLRSTAT_15_S33_A2024","256.98"
"MEIND_HLRSTAT_15_S17_A2024","256.85"
"RAIND_HLRSTAT_15_S13_A2024","256.60"
"RAIND_HLRSTAT_15_S14_A2024","256.31"
"MEIND_HLRSTAT_15_S26_A2024","255.49"
"MEIND_HLRSTAT_15_S24_A2024","255.14"
"MEIND_HLRSTAT_15_S23_A2024","255.02"
"CALIS_HLRSTAT_15_S37_A2024","254.92"
"CALIS_HLRSTAT_15_S16_A2024","254.59"
"MEIND_HLRSTAT_15_S14_A2024","254.54"
"MEIND_HLRSTAT_15_S16_A2024","254.05"
"CALIS_HLRSTAT_15_S34_A2024","253.92"
"RAIND_HLRSTAT_15_S12_A2024","253.01"
"RAIND_HLRSTAT_15_S37_A2024","252.66"
"MEIND_HLRSTAT_15_S13_A2024","252.26"
"MEIND_HLRSTAT_15_S15_A2024","251.57"
"RAIND_HLRSTAT_15_S11_A2024","250.62"
"RAIND_HLRSTAT_15_S10_A2024","250.06"
"MEIND_HLRSTAT_15_S27_A2024","249.14"
"RAIND_HLRSTAT_15_S20_A2024","249.12"
"MEIND_HLRSTAT_15_S10_A2024","248.94"
"MEIND_HLRSTAT_15_S25_A2024","248.73"
"CALIS_HLRSTAT_15_S15_A2024","248.73"
"CALIS_HLRSTAT_15_S19_A2024","245.87"
"CALIS_HLRSTAT_15_S52_A2023","245.71"
"MEIND_HLRSTAT_15_S12_A2024","245.14"
"MEIND_HLRSTAT_15_S21_A2024","245.10"
"RAIND_HLRSTAT_15_S09_A2024","244.70"
"RAIND_HLRSTAT_15_S09_A2025","244.66"
"MEIND_HLRSTAT_15_S11_A2024","243.99"
"MEIND_HLRSTAT_15_S09_A2024","242.88"
"MEIND_HLRSTAT_15_S52_A2023","240.56"
"RAIND_HLRSTAT_15_S52_A2023","239.89"
"MEIND_HLRSTAT_15_S06_A2024","238.54"
"RAIND_HLRSTAT_15_S16_A2024","238.49"
"MEIND_HLRSTAT_15_S28_A2024","238.20"
"RAIND_HLRSTAT_15_S08_A2024","237.52"
"RAIND_HLRSTAT_15_S07_A2024","237.43"
"MEIND_HLRSTAT_15_S08_A2024","235.97"
"CALIS_HLRSTAT_15_S03_A2024","234.76"
"RAIND_HLRSTAT_15_S03_A2024","233.07"
"RAIND_HLRSTAT_15_S17_A2024","232.38"
"CALIS_HLRSTAT_15_S04_A2024","231.75"
"RAIND_HLRSTAT_15_S06_A2024","231.63"
"MEIND_HLRSTAT_15_S04_A2024","231.27"
"MEIND_HLRSTAT_15_S03_A2024","230.98"
"MEIND_HLRSTAT_15_S07_A2024","230.71"
"RAIND_HLRSTAT_15_S04_A2024","230.63"
"CALIS_HLRSTAT_15_S05_A2024","230.44"
"RAIND_HLRSTAT_15_S05_A2024","228.70"
"MEIND_HLRSTAT_15_S05_A2024","226.80"
"RAIND_HLRSTAT_15_S25_A2023","223.78"
"CALIS_HLRSTAT_15_S25_A2023","223.37"
"MEIND_HLRSTAT_15_S25_A2023","222.84"
"CALIS_HLRSTAT_15_S15_A2019","220.07"
"RAIND_HLRSTAT_15_S15_A2019","218.72"
"MEIND_HLRSTAT_15_S15_A2019","218.35"
"MEIND_APG43_15_S14_A2024","213.54"
"MEIND_APG43_15_S08_A2024","213.54"
"MEIND_APG43_15_S13_A2024","213.54"
"MEIND_APG43_15_S10_A2024","213.54"
"MEIND_APG43_15_S16_A2024","213.54"
"MEIND_APG43_15_S19_A2024","213.54"
"MEIND_APG43_15_S09_A2024","213.54"
"MEIND_APG43_15_S24_A2024","212.97"
"MEIND_APG43_15_S23_A2024","212.97"
"MEIND_APG43_15_S22_A2024","212.97"
"MEIND_APG43_15_S21_A2024","212.97"
"MEIND_APG43_15_S26_A2024","212.97"
"MEIND_APG43_15_S25_A2024","212.97"
"MEIND_APG43_15_S41_A2024","212.84"
"MEIND_APG43_15_S09_A2025","212.67"
"MEIND_APG43_15_S46_A2024","212.62"
"MEIND_APG43_15_S44_A2024","212.62"
"MEIND_APG43_15_S03_A2025","212.62"
"MEIND_APG43_15_S20_A2024","212.60"
"MEIND_APG43_15_S43_A2024","212.39"
"MEIND_APG43_15_S05_A2025","212.27"
"MEIND_APG43_15_S47_A2024","212.26"
"MEIND_HLRSTAT_15_S36_A2019","212.21"
"MEIND_APG43_15_S18_A2024","212.18"
"MEIND_APG43_15_S15_A2024","212.14"
"MEIND_APG43_15_S10_A2025","211.99"
"MEIND_APG43_15_S45_A2024","211.95"
"CALIS_APG43_15_S09_A2025","211.82"
"MEIND_APG43_15_S27_A2024","211.58"
"RAIND_APG43_15_S50_A2024","211.51"
"CALIS_APG43_15_S10_A2025","211.49"
"MEIND_APG43_15_S48_A2024","211.44"
"MEIND_APG43_15_S03_A2024","211.35"
"MEIND_APG43_15_S06_A2024","211.35"
"MEIND_APG43_15_S05_A2024","211.35"
"MEIND_APG43_15_S04_A2024","211.35"
"RAIND_APG43_15_S09_A2025","211.29"
"MEIND_APG43_15_S08_A2025","211.08"
"MEIND_APG43_15_S04_A2025","211.07"
"RAIND_APG43_15_S10_A2025","210.97"
"RAIND_APG43_15_S13_A2024","210.81"
"RAIND_APG43_15_S12_A2024","210.81"
"RAIND_APG43_15_S11_A2024","210.81"
"RAIND_APG43_15_S14_A2024","210.81"
"MEIND_APG43_15_S11_A2024","210.51"
"MEIND_APG43_15_S12_A2024","210.48"
"MEIND_APG43_15_S25_A2023","210.01"
"MEIND_APG43_15_S42_A2024","209.97"
"CALIS_APG43_15_S08_A2025","209.92"
"MEIND_APG43_15_S07_A2025","209.91"
"MEIND_APG43_15_S02_A2025","208.91"
"MEIND_APG43_15_S17_A2024","208.80"
"RAIND_APG43_15_S43_A2024","208.75"
"MEIND_APG43_15_S06_A2025","208.38"
"MEIND_APG43_15_S52_A2023","208.36"
"MEIND_APG43_15_S07_A2024","208.12"
"CALIS_APG43_15_S06_A2025","208.12"
"RAIND_APG43_15_S49_A2024","207.51"
"RAIND_APG43_15_S45_A2024","207.29"
"RAIND_APG43_15_S41_A2024","206.66"
"CALIS_APG43_15_S07_A2025","206.41"
"CALIS_APG43_15_S05_A2025","206.32"
"MEIND_APG43_15_S28_A2024","206.10"
"MEIND_APG43_15_S40_A2024","205.92"
"CALIS_APG43_15_S15_A2024","205.85"
"CALIS_APG43_15_S36_A2024","205.84"
"CALIS_APG43_15_S04_A2025","205.61"
"CALIS_APG43_15_S41_A2024","205.17"
"RAIND_APG43_15_S51_A2024","204.99"
"RAIND_APG43_15_S23_A2024","204.90"
"CALIS_APG43_15_S49_A2024","204.64"
"CALIS_APG43_15_S40_A2024","204.41"
"RAIND_APG43_15_S42_A2024","204.30"
"CALIS_APG43_15_S50_A2024","204.00"
"RAIND_APG43_15_S52_A2024","203.92"
"MEIND_HLRSTAT_15_S29_A2024","203.79"
"RAIND_APG43_15_S36_A2024","203.70"
"MEIND_HLRSTAT_15_S32_A2024","203.65"
"CALIS_APG43_15_S51_A2024","203.37"
"CALIS_APG43_15_S52_A2023","203.33"
"CALIS_APG43_15_S17_A2024","203.29"
"CALIS_APG43_15_S45_A2024","202.81"
"RAIND_APG43_15_S44_A2024","202.02"
"CALIS_APG43_15_S42_A2024","201.80"
"RAIND_APG43_15_S03_A2025","201.75"
"RAIND_APG43_15_S20_A2024","201.68"
"CALIS_APG43_15_S52_A2024","201.30"
"RAIND_APG43_15_S01_A2025","201.27"
"RAIND_APG43_15_S52_A2023","201.20"
"CALIS_APG43_15_S16_A2024","200.81"
"RAIND_APG43_15_S15_A2024","200.65"
"MEIND_HLRSTAT_15_S30_A2024","199.90"
"MEIND_HLRSTAT_15_S35_A2024","199.87"
"MEIND_HLRSTAT_15_S34_A2024","199.70"
"MEIND_HLRSTAT_15_S31_A2024","199.52"
"CALIS_APG43_15_S43_A2024","199.27"
"RAIND_APG43_15_S24_A2024","199.13"
"RAIND_APG43_15_S19_A2024","198.66"
"RAIND_APG43_15_S10_A2024","198.32"
"MEIND_HLRSTAT_15_S33_A2024","197.81"
"MEIND_APG43_15_S22_A2020","197.03"
"RAIND_APG43_15_S46_A2024","196.91"
"CALIS_APG43_15_S44_A2024","196.65"
"RAIND_APG43_15_S08_A2024","196.19"
"CALIS_APG43_15_S22_A2020","196.01"
"CALIS_APG43_15_S24_A2024","194.46"
"RAIND_APG43_15_S21_A2024","193.92"
"CALIS_APG43_15_S23_A2024","193.86"
